step,energy,temperature,pressure,kinetic,potential
69,91.59911990750231,1.3822716241676862,0.38617897614494223,223.92800311516515,-132.32888320766284
70,114.82030155112653,1.3665325448253476,0.4061744783152961,221.37827226170631,-106.55797071057978
71,104.0786691781005,1.354177823411013,0.38313600744951926,219.37680739258408,-115.29813821448359
72,136.83353825926713,1.3453329011459212,0.42148416264280386,217.94392998563922,-81.11039172637207
73,147.6061773901962,1.3408116095701041,0.42345535276892365,217.21148075035688,-69.60530336016069
74,164.65219172467818,1.3383380710929222,0.4346227379495323,216.81076751705342,-52.15857579237525
75,75.63131604901031,1.3315279576110859,0.37145236414460814,215.70752913299592,-140.0762130839856
76,91.76776978599722,1.3241223222339684,0.4426985629728376,214.50781620190287,-122.74004641590565
77,119.3174146203553,1.327007971912927,0.5195572267816589,214.9752914498942,-95.6578768295389
78,98.98488230415815,1.3380206173349531,0.568061764247055,216.75934000826243,-117.77445770410428
79,132.0790573718465,1.3581886069428293,0.6577506475437308,220.02655432473836,-87.94749695289187
80,186.56139280697272,1.3921808838575882,0.7755534436835774,225.53330318492928,-38.97191037795655
81,160.05844368314575,1.430904309866845,0.745222882536639,231.8064981984289,-71.74805451528314
82,222.58777648626454,1.472024903333872,0.8352865887456822,238.46803434008726,-15.880257853822709
83,258.91558615121465,1.5209128579203772,0.8806121995394534,246.3878829831011,12.527703168113577
84,267.28083290932614,1.5679040581150248,0.8347665825338285,254.000457414634,13.280375494692125
85,306.01821159910554,1.5433623440893371,0.8140050967897322,250.02469974247262,55.9935118566329
86,199.56164381244966,1.5678910384750304,0.6247899685586292,253.99834823295492,-54.436704420505265
87,201.44616895089342,1.5767440510291386,0.6200728831576738,255.43253626672046,-53.986367315827025
88,266.10388525597034,1.588263136626445,0.6618618007559233,257.2986281334841,8.80525712248625
89,267.80624097690844,1.5981971504990866,0.6017378475002012,258.90793838085204,8.89830259605638
90,199.8199033292085,1.5927966489851682,0.45649441564669296,258.03305713559723,-58.213153806388746
91,256.5036698003079,1.577998270791707,0.45559261122277256,255.63571986825656,0.8679499320513433
92,218.98865660746748,1.557558826004805,0.362586850410032,252.3245298127784,-33.335873205310904
93,175.68145975706204,1.5238915282543881,0.26264837328799945,246.87042757721088,-71.18896782014883
94,258.68050013108507,1.4836753325303316,0.30466709792407504,240.35540386991372,18.325096261171346
95,137.4266222049626,1.434666308896865,0.15692594873522608,232.4159420412921,-94.9893198363295
96,127.71809901277503,1.3799405586831621,0.15983451281529631,223.55037050667227,-95.83227149389724
97,122.60550619176556,1.3320447507414512,0.157961842499854,215.7912496201151,-93.18574342834955
98,163.1004043569845,1.2888323099219856,0.20893657342719463,208.79083420736168,-45.690429850377164
99,159.57687951842348,1.251404786284833,0.2210320561022564,202.72757537814294,-43.150695859719455
100,125.9116293314565,1.2184188243391445,0.17092822035605543,197.38384954294142,-71.47222021148492
101,125.61865306041048,1.188901997218094,0.1684652160306288,192.60212354933122,-66.98347048892074
102,133.39246099645405,1.1655163520267282,0.15819881591657475,188.81364902832996,-55.421188031875914
103,152.1624103995913,1.1473845845109087,0.14942571411217542,185.8763026907672,-33.713892291175895
104,133.03457749469842,1.1305263109762327,0.09294099446380288,183.1452623781497,-50.11068488345128
105,158.86481439979642,1.11448764121509,0.08575784902210226,180.54699787684456,-21.682183477048145
106,83.97057011121818,1.0970694992750125,-0.017252108641062636,177.72525888255203,-93.75468877133385
107,95.99474925507987,1.0777391201245305,-0.02325112040298377,174.59373746017394,-78.59898820509407
108,58.924918028863075,1.057986454026285,-0.07674203953005021,171.3938055522582,-112.46888752339511
109,57.905799256850074,1.037575754718796,-0.08117157635094752,168.08727226444495,-110.18147300759487
110,58.30676454622191,1.0201339541534633,-0.0840838017373644,165.26170057286106,-106.95493602663915
111,60.46206864733614,1.0055198402588774,-0.08531527233760439,162.89421412193815,-102.43214547460201
112,64.91512986370365,0.9935836931135692,-0.0850384968245293,160.96055828439822,-96.04542842069456
113,72.55153574959101,0.9841985701232899,-0.08307414611443997,159.44016835997297,-86.88863261038196
114,33.38050909365839,0.9752035327738575,-0.12769337748704634,157.98297230936492,-124.60246321570654
115,32.48152431108912,0.9662975503220769,-0.12142455249664058,156.54020315217645,-124.05867884108733
116,32.022524086242214,0.9595494079953734,-0.11227219684665507,155.4470040952505,-123.42448000900828
117,32.0844889387473,0.9551446130391855,-0.09885101867684465,154.73342731234806,-122.64893837360076
118,32.81084104035514,0.953466768533701,-0.07902361851365525,154.46161650245958,-121.65077546210443
119,34.373864381369614,0.95470979059109,-0.06269827640872944,154.66298607575658,-120.28912169438696
120,75.89619087447237,0.9578612812880605,0.000669833852736279,155.1735275686658,-79.27733669419344
121,76.42249314333655,0.9633774057551446,0.021121400639931842,156.06713973233343,-79.64464658899688
122,80.62283849533372,0.972782455912168,0.05014170608850871,157.59075785777122,-76.9679193624375
123,89.49826734113805,0.9868862361115286,0.08405365267106851,159.87557025006763,-70.37730290892958
124,104.98574225880185,1.0058521518313488,0.11066035775743055,162.94804859667852,-57.96230633787667
125,130.72091582947354,1.028599707236081,0.12676009229546703,166.63315257224514,-35.91223674277159
126,107.36545553717585,1.0504880588878465,0.09993326982516898,170.17906553983113,-62.81361000265529
127,82.07161715538808,1.0705296929841486,0.07955070127720704,173.42581026343206,-91.35419310804397
128,106.6489519407743,1.092217500570933,0.10011895722921788,176.93923509249112,-70.29028315171682
129,102.68218494948351,1.1113881302829332,0.06900797642686218,180.04487710583516,-77.36269215635164
130,73.79943461015048,1.1242800793879275,0.045557192963282145,182.13337286084425,-108.33393825069376
131,58.004554967585676,0.9790912624627138,0.002377567682006587,158.61278451895964,-100.60822955137397
132,48.56722667418113,0.8403934057339055,-0.048081809342280124,136.1437317288927,-87.57650505471157
133,52.44021281613104,0.7280262232008331,-0.08674235095739158,117.94024815853496,-65.50003534240392
134,5.135007039997419,0.6561700446239613,-0.15412836545162134,106.29954722908174,-101.16454018908432
135,49.28102116074517,0.6135137554903132,-0.11293714417124084,99.38922838943073,-50.10820722868556
136,58.573544727636346,0.5765227884354354,-0.12631149122101593,93.39669172654052,-34.82314699890418
137,15.180094722511086,0.5616096129382439,-0.17719761762627495,90.9807572959955,-75.80066257348442
138,52.832269808690974,0.564638329550476,-0.12214575549873533,91.4714093871771,-38.63913957848613
139,85.43378220091893,0.5661305681215802,-0.06522356380532118,91.713152035696,-6.279369834777069
140,119.14761030587425,0.5672397937981796,-0.005581543592370314,91.89284659530509,27.25476371056916
141,109.56147557210183,0.5685699496696948,0.006689410621996739,92.10833184649054,17.453143725611287
142,107.66144073766833,0.5718405965199111,0.008828640814763894,92.63817663622561,15.023264101442713
143,104.80898329770176,0.5738119075306969,0.011108303040679196,92.9575290199729,11.851454277728866
144,140.2370437669329,0.5727630607733366,0.06120107596419283,92.78761584528053,47.44942792165237
145,133.1408954157006,0.5743668982261013,0.06424629881254379,93.04743751262842,40.0934579030722
146,139.4507604988639,0.5805357370106252,0.06884658073144354,94.04678939572128,45.40397110314263
147,161.55912754034773,0.5912552681569672,0.0749974002117362,95.78335344142867,65.77577409891906
148,105.93333968234775,0.6006553952504008,-0.015145710383680594,97.30617403056493,8.627165651782818
149,75.91174470684483,0.6056782032633992,-0.05506225158054537,98.11986892867067,-22.208124221825837
150,42.81539101550889,0.6102048995702275,-0.09213732793587323,98.85319373037686,-56.03780271486797
151,48.89596975029791,0.6161079594515132,-0.07601101618860617,99.80948943114514,-50.91351968084723
152,136.33622065053197,0.6213585149265304,0.03289157752045055,100.66007941809792,35.67614123243405
153,87.13140730170686,0.6248044762886444,-0.010770573339204031,101.21832515876041,-14.086917857053548
154,83.59873051376552,0.6297972778021851,-0.004319497544680639,102.02715900395398,-18.428428490188463
155,129.30063080427269,0.6364252784665101,0.05224575205537957,103.10089511157463,26.199735692698045
156,135.4914471329625,0.6451789251694401,0.06323385538841886,104.5189858774493,30.972461255513196
157,197.47351404876105,0.6564095627599819,0.1264347545846731,106.33834916711706,91.13516488164399
158,128.68624838851338,0.6622851806623951,0.047092160721188464,107.290199267308,21.39604912120539
159,158.38214503109475,0.6636258122390508,0.12235786799994014,107.50738158272623,50.87476344836854
160,150.46692882033446,0.670086016188301,0.14358433182379207,108.55393462250476,41.9129941978297
161,151.28153545226175,0.6829750982128103,0.16598205742076325,110.64196591047528,40.63956954178648
162,199.5756401631475,0.7006032226345376,0.21891238500224647,113.49772206679509,86.07791809635242
163,216.47425769867147,0.7223910455010916,0.22400300110610644,117.02734937117683,99.44690832749463
164,250.0651702732112,0.7493196072716283,0.22964057060138895,121.38977637800377,128.67539389520743
165,348.0450096434825,0.7804347879518226,0.284553669932148,126.43043564819527,221.61457399528723
166,389.2272931500728,0.8259141444260075,0.29975798260232467,133.79809139701322,255.4292017530596
167,230.91102810297355,0.8552718977848013,0.11791772317446472,138.5540474411378,92.35698066183572
168,178.01173207767118,0.8516020114725071,0.07072481287671589,137.95952585854616,40.05220621912503
169,210.0232843793272,0.8460964798419047,0.12004896907736601,137.06762973438856,72.95565464493865
170,207.56497415707787,0.8434025725872017,0.12156255113124226,136.6312167591267,70.9337573979512
171,168.98204759791133,0.8433294313953378,0.07459522912623917,136.61936788604473,32.3626797118666
172,87.28334210381934,0.8437562944591098,-0.02096404519592865,136.6885197023758,-49.40517759855646
173,131.35882336787589,0.8440919212651595,0.029413420232108634,136.74289124495584,-5.384067877079964
174,89.69838951789582,0.8458374545515411,-0.01659988129248069,137.02566763734967,-47.32727811945385
175,50.09233428188546,0.848796511081665,-0.06241202126323925,137.50503479522973,-87.41270051334428
176,53.795364489786024,0.8528198223601818,-0.05922792813345373,138.15681122234946,-84.36144673256344
177,59.31967491981729,0.8581344543767281,-0.05517411004531475,139.01778160902995,-79.69810668921266
178,67.3085349972747,0.8647318045251531,-0.050206941942300465,140.0865523330748,-72.77801733580009
179,78.82271828203868,0.872611423253136,-0.044599480020670934,141.36305056700803,-62.54033228496935
180,152.3282747270678,0.8758231843783096,0.059298589379662425,141.88335586928616,10.444918857781639
181,139.86482331124407,0.8755807015905482,0.06635787322339148,141.84407365766882,-1.9792503464247537
